,question,answer
4125,Tế bào chứng được kiểm nghiệm bằng phương pháp nào,"MATCH (o:ORGANISM)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(o.id) CONTAINS ""tế bào chứng"" RETURN tm.id"
4126,VLP có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vlp"" RETURN s.id"
4127,Quá trình tinh chế yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""tinh chế"" RETURN c.id"
4128,Monomer L1 có tiêu chuẩn nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""monomer l1"" RETURN s.id"
4129,Kháng nguyên đơn giá tinh chế có chỉ số kỹ thuật nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""kháng nguyên đơn giá tinh chế"" RETURN s.id"
4130,Tế bào chứng có chỉ số kỹ thuật nào?,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""tế bào chứng"" RETURN s.id"
4131,Kháng nguyên đơn giá tinh chế được kiểm nghiệm bằng phương pháp nào?,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""kháng nguyên đơn giá tinh chế"" RETURN tm.id"
4132,Vắc xin HPV có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""hpv"" RETURN s.id"
4133,Độ tinh khiết của kháng nguyên được kiểm nghiệm bằng phương pháp nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""độ tinh khiết của kháng nguyên"" RETURN t.id"
4134,Phương pháp nuôi cấy tế bào được thực hiện trong điều kiện nào?,"MATCH (pm:PRODUCTION_METHOD)-[:REQUIRES]->(sc:STORAGE_CONDITION) WHERE toLower(pm.id) CONTAINS ""nuôi cấy tế bào"" RETURN sc.id"
4135,Môi trường nuôi cấy trung gian được kiểm nghiệm bằng phương pháp nào,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""môi trường nuôi cấy trung gian"" RETURN tm.id"
4136,Nồng độ virus được kiểm nghiệm bằng phương pháp nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""nồng độ virus"" RETURN t.id"
4137,Môi trường nuôi cấy trung gian có chỉ số kỹ thuật nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""môi trường nuôi cấy trung gian"" RETURN s.id"
4138,Chủng Baculovirus giống gốc được thực hiện trong điều kiện nào,"MATCH (o:ORGANISM)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(o.id) CONTAINS ""chủng baculovirus giống gốc"" RETURN s.id"
4139,Phương pháp nuôi cấy tế bào yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""nuôi cấy tế bào"" RETURN c.id"
4140,Thử nghiệm miễn dịch yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""thử nghiệm miễn dịch"" RETURN c.id"
4141,Chủng Baculovirus tái tổ hợp được kiểm nghiệm bằng phương pháp nào,"MATCH (o:ORGANISM)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(o.id) CONTAINS ""baculovirus tái tổ hợp"" RETURN tm.id"
4142,Kháng nguyên đơn giá tinh khiết được kiểm nghiệm bằng phương pháp nào?,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""kháng nguyên đơn giá tinh khiết"" RETURN t.id"
4143,VẮC XIN PHÒNG PAPILLOMAVIRUS Ở NGƯỜI được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin phòng papillomavirus ở người"" RETURN p.id"
4144,Vắc xin HPV có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""hpv"" RETURN s.id"
4145,Kháng nguyên đơn giá tinh khiết có tiêu chuẩn nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""kháng nguyên đơn giá tinh khiết"" RETURN s.id"
4146,Kỹ thuật khuếch tán đơn yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""khuếch tán đơn"" RETURN c.id"
4147,Mẻ gặt đơn có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""mẻ gặt đơn"" RETURN s.id"
4148,Typ kháng nguyên HPV được kiểm nghiệm bằng phương pháp nào,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""typ kháng nguyên hpv"" RETURN t.id"
4149,Vắc xin bán thành phẩm cuối cùng chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vắc xin bán thành phẩm cuối cùng"" RETURN c.id"
4150,Typ kháng nguyên HPV có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""kháng nguyên hpv"" RETURN s.id"
4151,Tế bào chứng có tiêu chuẩn nào?,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""tế bào chứng"" RETURN s.id"
4152,Chủng virus làm việc cần kiểm tra tiêu chuẩn nào?,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""chủng virus làm việc"" RETURN s.id"
4153,Chủng Baculovirus tái tổ hợp được kiểm nghiệm bằng phương pháp nào để kiểm tra vô khuẩn,"MATCH (o:ORGANISM)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(o.id) CONTAINS ""baculovirus tái tổ hợp"" AND toLower(tm.id) CONTAINS ""vô khuẩn"" RETURN tm.id"
4154,Mẻ gặt đơn được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""mẻ gặt đơn"" RETURN p.id"
4155,Chủng Baculovirus tái tổ hợp cần kiểm tra tiêu chuẩn vô khuẩn nào?,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""baculovirus tái tổ hợp"" AND toLower(s.id) CONTAINS ""vô khuẩn"" RETURN s.id"
4156,Chủng virus gốc cần kiểm tra tiêu chuẩn nào,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""chủng virus gốc"" RETURN s.id"
4157,Chủng sản xuất cần kiểm tra tiêu chuẩn nào,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""chủng sản xuất"" RETURN s.id"
4158,Chủng làm việc được kiểm nghiệm bằng phương pháp nào?,"MATCH (o:ORGANISM)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(o.id) CONTAINS ""chủng làm việc"" RETURN t.id"
4159,Chủng gốc Baculovirus tái tổ hợp cần kiểm tra tiêu chuẩn nào,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""baculovirus tái tổ hợp"" RETURN s.id"
4160,Chủng làm việc cần kiểm tra tiêu chuẩn nào?,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""chủng làm việc"" RETURN s.id"
4161,Chủng gốc Baculovirus tái tổ hợp được kiểm nghiệm bằng phương pháp nào?,"MATCH (o:ORGANISM)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(o.id) CONTAINS ""baculovirus tái tổ hợp"" RETURN t.id"
4162,Vector biểu hiện Baculovirus tái tổ hợp chứa thành phần hóa học nào?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""vector biểu hiện baculovirus tái tổ hợp"" RETURN c.id"
4163,Chủng gốc Baculovirus tái tổ hợp được bảo quản ở điều kiện nào,"MATCH (o:ORGANISM)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(o.id) CONTAINS ""baculovirus tái tổ hợp"" RETURN s.id"
4164,Tế bào sản xuất được kiểm nghiệm bằng phương pháp nào,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""tế bào sản xuất"" RETURN tm.id"
4165,Protein tái tổ hợp tinh chế được kiểm nghiệm bằng phương pháp nào?,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""protein tái tổ hợp tinh chế"" RETURN t.id"
4166,Kháng nguyên L1 của HPV có tiêu chuẩn nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""kháng nguyên l1 của hpv"" RETURN s.id"
4167,Tế bào côn trùng yêu cầu hệ thống sản xuất nào,"MATCH (o:ORGANISM)-[:REQUIRES]->(p:PRODUCTION_METHOD) WHERE toLower(o.id) CONTAINS ""tế bào côn trùng"" RETURN p.id"
4168,Tế bào gốc cần kiểm tra tiêu chuẩn nào,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""tế bào gốc"" RETURN s.id"
4169,Tế bào sản xuất cần kiểm tra tiêu chuẩn nào,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""tế bào sản xuất"" RETURN s.id"
4170,Tế bào gốc được kiểm nghiệm bằng phương pháp nào,"MATCH (o:ORGANISM)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(o.id) CONTAINS ""tế bào gốc"" RETURN tm.id"
4171,Ngân hàng tế bào được kiểm nghiệm bằng phương pháp nào?,"MATCH (n)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(n.id) CONTAINS ""ngân hàng tế bào"" RETURN t.id"
4172,Vắc xin HPV được sản xuất bằng cách sử dụng sinh vật nào là tế bào côn trùng/hệ thống vector biểu hiện Baculovirus,"MATCH (d:DRUG)-[:REQUIRES]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""hpv"" AND toLower(o.id) CONTAINS ""tế bào côn trùng/hệ thống vector biểu hiện baculovirus"" RETURN o.id"
4173,VLPs được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""vlps"" RETURN o.id"
4174,Ngân hàng tế bào có tiêu chuẩn nào,"MATCH (p:PRODUCTION_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(p.id) CONTAINS ""ngân hàng tế bào"" RETURN s.id"
4175,Tế bào gốc có tiêu chuẩn nào,"MATCH (p:PRODUCTION_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(p.id) CONTAINS ""tế bào gốc"" RETURN s.id"
4176,Tế bào gốc được kiểm nghiệm bằng phương pháp nào,"MATCH (o:ORGANISM)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(o.id) CONTAINS ""tế bào gốc"" RETURN tm.id"
4177,Vắc xin được sản xuất bởi sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""vắc xin"" RETURN o.id"
4178,Ngân hàng tế bào gốc có tiêu chuẩn nào,"MATCH (p:PRODUCTION_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(p.id) CONTAINS ""ngân hàng tế bào gốc"" RETURN s.id"
4179,Vắc xin được kiểm nghiệm bằng phương pháp nào được mô tả trong Phụ lục 15.33,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(tm.id) CONTAINS ""phụ lục 15.33"" RETURN tm.id"
4180,VLPs được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vlps"" RETURN t.id"
4181,Vắc xin mẫu chuẩn có tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin mẫu chuẩn"" RETURN s.id"
4182,Vắc xin HPV được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""hpv"" RETURN p.id"
4183,Vắc xin phòng papillomavirus ở người được sản xuất bằng công nghệ nào là tái tổ hợp ADN,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""papillomavirus ở người"" AND toLower(p.id) CONTAINS ""tái tổ hợp adn"" RETURN p.id"
4184,Vắc xin HPV được sản xuất bằng cách sử dụng sinh vật nào là tế bào nấm men?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""hpv"" AND toLower(o.id) CONTAINS ""tế bào nấm men"" RETURN o.id"
4185,Vắc xin phòng papillomavirus ở người chứa tá dược nào là nhôm hydroxyphosphat sulfat?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""papillomavirus ở người"" AND toLower(c.id) CONTAINS ""nhôm hydroxyphosphat sulfat"" RETURN c.id"
4186,Vắc xin phòng papillomavirus ở người chứa tá dược nào là nhôm hydroxyd?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""papillomavirus ở người"" AND toLower(c.id) CONTAINS ""nhôm hydroxyd"" RETURN c.id"
4187,Vắc xin phòng papillomavirus ở người tác động lên sinh vật nào là Papillomavirus ở người,"MATCH (d:DRUG)-[:TARGETS]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""vắc xin phòng papillomavirus ở người"" AND toLower(o.id) CONTAINS ""papillomavirus ở người"" RETURN o.id"
4188,Tiêu chuẩn Vô khuẩn được quy định trong phụ lục nào?,"MATCH (s_vk:STANDARD)<-[:HAS_STANDARD]-(d:DRUG)-[:HAS_STANDARD]->(s_pl:STANDARD) WHERE toLower(s_vk.id) CONTAINS ""vô khuẩn"" AND toLower(s_pl.id) CONTAINS ""phụ lục"" RETURN s_pl.id"
4189,Vắc xin phòng papillomavirus ở người chứa tá dược nào là 3-O-desacyl-4’-monophosphoryl lipid A (MPL)?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""papillomavirus ở người"" AND toLower(c.id) CONTAINS ""3-o-desacyl-4’-monophosphoryl lipid a (mpl)"" RETURN c.id"
4190,Vắc xin phòng papillomavirus ở người chứa hóa chất nào là protein capsit chính (L1)?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""papillomavirus ở người"" AND toLower(c.id) CONTAINS ""protein capsit chính (l1)"" RETURN c.id"
4191,Vắc xin có điều kiện bảo quản nào là không được để đông băng,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(s.id) CONTAINS ""không được để đông băng"" RETURN d.id"
4192,"Vắc xin được bảo quản ở điều kiện môi trường nào là Trong bao bì kín, ở nhiệt độ từ 2 °C đến 8 °C","MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(s.id) CONTAINS ""trong bao bì kín, ở nhiệt độ từ 2 °c đến 8 °c"" RETURN d.id"
4193,Vắc xin được kiểm nghiệm bằng phương pháp nào là An toàn không đặc hiệu,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(t.id) CONTAINS ""an toàn không đặc hiệu"" RETURN t.id"
4194,Vắc xin được kiểm nghiệm bằng phương pháp nào là Cảm quan,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(t.id) CONTAINS ""cảm quan"" RETURN d.id"
4195,Vắc xin được kiểm nghiệm bằng phương pháp nào được mô tả trong Phụ lục 15.11?,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(tm.id) CONTAINS ""phụ lục 15.11"" RETURN tm.id"
4196,Vắc xin có chỉ số kỹ thuật nào là pH?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(s.id) CONTAINS ""ph"" RETURN d.id"
4197,Tiêu chuẩn an toàn không đặc hiệu được quy định trong phụ lục nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""an toàn không đặc hiệu"" RETURN tm.id"
4198,Vắc xin có tiêu chuẩn nào về pH,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin"" AND toLower(s.id) CONTAINS ""ph"" RETURN s.id"
4199,Tiêu chuẩn độ ẩm tồn dư được quy định trong phụ lục nào?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""độ ẩm tồn dư"" RETURN s.id"
4200,Tiêu chuẩn hàm lượng Nhôm được quy định trong phụ lục nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""nhôm"" RETURN tm.id"
4201,Vắc xin có tiêu chuẩn nào về an toàn không đặc hiệu?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin"" AND toLower(s.id) CONTAINS ""an toàn không đặc hiệu"" RETURN s.id"
4202,Hàm lượng protein có tiêu chuẩn nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""hàm lượng protein"" RETURN t.id"
4203,Nhôm có tiêu chuẩn hàm lượng nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""nhôm"" RETURN s.id"
4204,Tiêu chuẩn nội độc tố vi khuẩn là gì?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""nội độc tố vi khuẩn"" RETURN s.id"
4205,Tiêu chuẩn độ ẩm tồn dư là bao nhiêu?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""độ ẩm tồn dư"" RETURN s.id"
4206,Vắc xin phế cầu dạng đóng khô có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin phế cầu dạng đóng khô"" RETURN s.id"
4207,Hàm lượng polysaccharid được xác định bằng phương pháp nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""hàm lượng polysaccharid"" RETURN t.id"
4208,Vắc xin thành phẩm có tiêu chuẩn nào về vô khuẩn?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin thành phẩm"" AND toLower(s.id) CONTAINS ""vô khuẩn"" RETURN s.id"
4209,Tiêu chuẩn hàm lượng polysaccharid là bao nhiêu?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""hàm lượng polysaccharid"" RETURN s.id"
4210,Vắc xin thành phẩm có tiêu chuẩn nào về hàm lượng polysaccharid?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""vắc xin"" AND toLower(s.id) CONTAINS ""hàm lượng polysaccharid"" RETURN s.id"
4211,Vắc xin thành phẩm được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""vắc xin thành phẩm"" RETURN tm.id"
4212,Bán thành phẩm cuối cùng có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bán thành phẩm cuối cùng"" RETURN s.id"
4213,Bán thành phẩm cuối cùng chứa thành phần nào?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""bán thành phẩm cuối cùng"" RETURN c.id"
4214,Nội độc tố vi khuẩn có tiêu chuẩn nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""nội độc tố vi khuẩn"" RETURN s.id"
4215,Protein mang có tiêu chuẩn nào về tính độc?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""protein mang"" AND toLower(s.id) CONTAINS ""tính độc"" RETURN s.id"
4216,Nội độc tố vi khuẩn được kiểm nghiệm bằng phương pháp nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""nội độc tố vi khuẩn"" RETURN tm.id"
4217,Polysaccharid tự do có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""polysaccharid tự do"" RETURN s.id"
4218,Polysaccharid cộng hợp có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""polysaccharid cộng hợp"" RETURN s.id"
4219,Bán thành phẩm đơn giá có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""bán thành phẩm đơn giá"" RETURN s.id"
4220,Bán thành phẩm đơn giá được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bán thành phẩm đơn giá"" RETURN p.id"
4221,Bán thành phẩm đơn giá được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bán thành phẩm đơn giá"" RETURN t.id"
4222,Hàm lượng protein được kiểm nghiệm bằng phương pháp nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""hàm lượng protein"" RETURN t.id"
4223,Hàm lượng polysaccharid được kiểm nghiệm bằng phương pháp nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""hàm lượng polysaccharid"" RETURN t.id"
4224,Bán thành phẩm đơn giá chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""bán thành phẩm đơn giá"" RETURN c.id"
4225,Protein mang được kiểm nghiệm bằng phương pháp nào?,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""protein mang"" RETURN t.id"
4226,Protein mang được sản xuất bởi chủng nào,"MATCH (c:CHEMICAL)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(c.id) CONTAINS ""protein mang"" RETURN o.id"
4227,Kháng nguyên phế cầu có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""kháng nguyên phế cầu"" RETURN s.id"
4228,Chủng sản xuất protein mang có tiêu chuẩn nào?,"MATCH (o:ORGANISM)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(o.id) CONTAINS ""chủng sản xuất protein mang"" RETURN s.id"
4229,Protein mang có tiêu chuẩn nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""protein mang"" RETURN s.id"
4230,Protein D được sản xuất bởi chủng nào,"MATCH (c:CHEMICAL)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(c.id) CONTAINS ""protein d"" RETURN o.id"
4231,Kháng nguyên phế cầu được kiểm nghiệm bằng phương pháp nào,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""kháng nguyên phế cầu"" RETURN tm.id"
4232,Hóa chất muối mật tác động lên vi sinh vật nào?,"MATCH (c:CHEMICAL)-[:TARGETS]->(o:ORGANISM) WHERE toLower(c.id) CONTAINS ""muối mật"" RETURN o.id"
4233,S. pneumoniae được kiểm nghiệm bằng phương pháp nào,"MATCH (o:ORGANISM)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(o.id) CONTAINS ""s. pneumoniae"" RETURN t.id"
